台湾,#genre#
天映经典,P2p://starvod.xyz:19806/4eebafee9ada46c9b959fe48a6baf682.ts
HITS Movies,P2p://starvod.xyz:19806/31e31d282a5a4acb9e7856599456072b.ts
BOO,P2p://starvod.xyz:19806/9ee546f426c64398af4f2d301c8f00b4.ts
tvN Movies HD,P2p://starvod.xyz:19806/9b0d0110e4b34e259346a0555eed638a.ts
戏剧,#genre#
东森戏剧台,P2p://starvod.xyz:19806/31b6a95f072f43e6b19c5df351360577.ts
八大戏剧台,P2p://starvod.xyz:19806/cdd6f9b07965495da0822afe7f517128.ts
纬来戏剧台,P2p://starvod.xyz:19806/9acd6acd9d0345fb942827b73e19bb17.ts
三立戏剧台,P2p://starvod.xyz:19806/eb30a7e16f1841c6900b45c8be342071.ts
龙华戏剧,P2p://starvod.xyz:19806/6a6681f04fcc4478886cded08a10c658.ts
爱尔达影剧台,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
靖天戏剧台,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖洋戏剧台,P2p://147.135.39.171:9906/6867a22a000b7799949ca28717b451f5.ts
EYE TV戏剧台,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
亚洲剧台,P2p://starvod.xyz:19806/4eab17c6f15b475696bcb51b61233345.ts
深圳电视剧,P2p://starvod.xyz:19806/188552314db64a0985c33c3cabda8394.ts
